Gender,Married,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status,Dependents,TotalIncome
1,1,0,0,1800,2934.0,93.0,360.0,0.0,2,0,0,4734.0
0,0,1,0,5000,0.0,132.0,360.0,1.0,0,1,0,5000.0
1,1,1,0,1625,1803.0,96.0,360.0,1.0,2,1,1,3428.0
1,0,1,0,4000,2500.0,140.0,360.0,1.0,0,1,0,6500.0
0,0,1,0,3762,1666.0,135.0,360.0,1.0,0,1,0,5428.0
0,0,1,0,2400,1863.0,104.0,360.0,0.0,2,0,0,4263.0
1,0,1,0,20233,0.0,480.0,360.0,1.0,0,0,0,20233.0
0,0,1,0,2917,0.0,84.0,360.0,1.0,1,1,0,2917.0
1,0,0,0,2927,2405.0,111.0,360.0,1.0,1,1,0,5332.0
0,0,1,0,2507,0.0,56.0,360.0,1.0,0,1,0,2507.0
1,1,0,0,3399,1640.0,111.0,180.0,1.0,2,1,1,5039.0
1,1,1,0,3717,0.0,120.0,360.0,1.0,1,1,2,3717.0
1,1,1,1,10000,0.0,155.0,360.0,1.0,0,0,1,10000.0
1,1,1,0,2400,2167.0,115.0,360.0,1.0,1,1,0,4567.0
1,1,1,0,4342,189.0,124.0,360.0,1.0,1,1,3,4531.0
1,1,1,0,15000,0.0,300.0,360.0,1.0,0,1,3,15000.0
1,1,1,1,8666,4983.0,376.0,360.0,0.0,0,0,1,13649.0
1,0,1,0,4917,0.0,130.0,360.0,0.0,0,1,0,4917.0
1,1,1,1,5818,2160.0,184.0,360.0,1.0,1,1,0,7978.0
0,1,1,0,4333,2451.0,110.0,360.0,1.0,2,0,0,6784.0
0,0,1,0,2500,0.0,67.0,360.0,1.0,2,1,0,2500.0
1,0,1,0,4384,1793.0,117.0,360.0,1.0,2,1,1,6177.0
1,0,1,0,2935,0.0,98.0,360.0,1.0,1,1,0,2935.0
1,1,1,1,2500,4600.0,176.0,360.0,1.0,0,1,2,7100.0
0,0,1,0,4160,0.0,71.0,360.0,1.0,1,1,0,4160.0
1,1,0,0,2647,1587.0,173.0,360.0,1.0,0,0,3,4234.0
0,0,1,0,2378,0.0,46.0,360.0,1.0,0,0,0,2378.0
1,1,0,0,4554,1229.0,158.0,360.0,1.0,2,1,1,5783.0
1,1,0,0,3173,0.0,74.0,360.0,1.0,1,1,3,3173.0
1,1,1,0,2499,2458.0,160.0,360.0,1.0,1,1,0,4957.0
1,1,0,0,3083,2168.0,126.0,360.0,1.0,2,1,2,5251.0
1,1,1,0,2625,6250.0,187.0,360.0,1.0,0,1,0,8875.0
1,1,1,0,9083,0.0,228.0,360.0,1.0,1,1,0,9083.0
1,0,1,0,8750,4167.0,308.0,360.0,1.0,0,0,0,12917.0
1,1,1,0,2666,2083.0,95.0,360.0,1.0,0,1,3,4749.0
0,1,1,1,5500,0.0,105.0,360.0,0.0,0,0,0,5500.0
0,1,1,0,2423,505.0,130.0,360.0,1.0,1,1,0,2928.0
1,1,1,0,8333,3167.0,165.0,360.0,1.0,0,1,2,11500.0
1,1,1,0,3875,0.0,67.0,360.0,1.0,2,0,1,3875.0
1,1,0,0,3000,1666.0,100.0,480.0,0.0,2,0,0,4666.0
1,1,1,0,5167,3167.0,200.0,360.0,1.0,1,1,3,8334.0
0,0,1,0,4723,0.0,81.0,360.0,1.0,1,0,1,4723.0
1,1,1,0,5000,3667.0,236.0,360.0,1.0,1,1,2,8667.0
1,1,1,0,4750,2333.0,130.0,360.0,1.0,2,1,0,7083.0
1,0,1,1,6822,0.0,141.0,360.0,1.0,0,1,0,6822.0
1,0,0,0,6216,0.0,133.0,360.0,1.0,0,0,0,6216.0
1,0,1,0,2500,0.0,96.0,480.0,1.0,1,0,0,2500.0
1,1,1,0,6325,0.0,175.0,360.0,1.0,1,1,1,6325.0
1,1,1,0,19730,5266.0,570.0,360.0,1.0,0,0,0,24996.0
0,0,1,1,15759,0.0,55.0,360.0,1.0,1,1,0,15759.0
1,1,1,0,5185,0.0,155.0,360.0,1.0,1,1,2,5185.0
1,1,1,1,9323,7873.0,380.0,300.0,1.0,0,1,2,17196.0
1,0,1,0,3062,1987.0,111.0,180.0,0.0,2,0,1,5049.0
1,1,1,0,4817,923.0,120.0,180.0,1.0,2,1,0,5740.0
1,1,1,0,8750,4996.0,130.0,360.0,1.0,0,1,3,13746.0
1,0,1,0,3069,0.0,71.0,480.0,1.0,2,0,0,3069.0
1,1,1,0,5391,0.0,130.0,360.0,1.0,2,1,2,5391.0
1,0,1,0,5941,4232.0,296.0,360.0,1.0,1,1,0,10173.0
0,0,1,0,6000,0.0,156.0,360.0,1.0,2,1,0,6000.0
1,0,1,1,7167,0.0,128.0,360.0,1.0,2,1,0,7167.0
1,1,1,0,4566,0.0,100.0,360.0,1.0,2,0,2,4566.0
1,0,0,0,2346,1600.0,132.0,360.0,1.0,1,1,0,3946.0
1,1,1,0,2333,2417.0,136.0,360.0,1.0,2,1,0,4750.0
1,1,1,0,5488,0.0,125.0,360.0,1.0,0,1,0,5488.0
1,0,1,0,9167,0.0,185.0,360.0,1.0,0,1,3,9167.0
1,1,1,0,9504,0.0,275.0,360.0,1.0,0,1,3,9504.0
1,1,0,0,1993,1625.0,113.0,180.0,1.0,1,1,2,3618.0
1,1,1,0,3100,1400.0,113.0,360.0,1.0,2,1,2,4500.0
0,0,1,0,3180,0.0,71.0,360.0,0.0,2,0,0,3180.0
1,1,1,0,3033,1459.0,95.0,360.0,1.0,2,1,0,4492.0
1,0,0,0,3902,1666.0,109.0,360.0,1.0,0,1,0,5568.0
0,0,1,0,1500,1800.0,103.0,360.0,0.0,1,0,0,3300.0
1,1,0,0,2889,0.0,45.0,180.0,0.0,2,0,2,2889.0
1,0,0,0,2755,0.0,65.0,300.0,1.0,0,0,0,2755.0
1,0,1,0,2500,20000.0,103.0,360.0,1.0,1,1,0,22500.0
0,0,0,0,1963,0.0,53.0,360.0,1.0,1,1,0,1963.0
0,0,1,1,7441,0.0,194.0,360.0,1.0,0,0,0,7441.0
0,0,1,0,4547,0.0,115.0,360.0,1.0,1,1,0,4547.0
1,1,0,0,2167,2400.0,115.0,360.0,1.0,2,1,0,4567.0
0,0,0,0,2213,0.0,66.0,360.0,1.0,0,1,0,2213.0
1,1,1,0,8300,0.0,152.0,300.0,0.0,1,0,1,8300.0
1,1,1,0,81000,0.0,360.0,360.0,0.0,0,0,3,81000.0
0,0,0,1,3867,0.0,62.0,360.0,1.0,1,0,1,3867.0
1,1,0,0,6096,0.0,218.0,360.0,0.0,0,0,0,6096.0
1,1,0,0,2253,2033.0,110.0,360.0,1.0,0,1,0,4286.0
0,1,0,0,2149,3237.0,178.0,360.0,0.0,1,0,0,5386.0
0,0,1,0,2995,0.0,60.0,360.0,1.0,2,1,0,2995.0
0,0,1,0,2600,0.0,160.0,360.0,1.0,2,0,1,2600.0
1,1,1,1,1600,20000.0,239.0,360.0,1.0,2,0,2,21600.0
1,1,1,0,1025,2773.0,112.0,360.0,1.0,0,1,0,3798.0
1,1,1,0,3246,1417.0,138.0,360.0,1.0,1,1,0,4663.0
1,1,1,0,5829,0.0,138.0,360.0,1.0,0,1,0,5829.0
1,1,1,0,1820,1719.0,100.0,360.0,1.0,2,1,0,3539.0
1,1,1,0,14880,0.0,96.0,360.0,1.0,1,1,0,14880.0
1,1,1,0,2666,4300.0,121.0,360.0,1.0,0,1,0,6966.0
0,0,0,0,4606,0.0,81.0,360.0,1.0,0,0,1,4606.0
1,1,1,0,5935,0.0,133.0,360.0,1.0,1,1,2,5935.0
1,1,1,0,2920,16.12000084,87.0,360.0,1.0,0,1,0,2936.12000084
1,0,0,0,2717,0.0,60.0,180.0,1.0,2,1,0,2717.0
0,0,1,1,8624,0.0,150.0,360.0,1.0,1,1,1,8624.0
1,0,1,0,6500,0.0,105.0,360.0,0.0,0,0,0,6500.0
1,1,1,0,2425,2340.0,143.0,360.0,1.0,1,1,0,4765.0
1,0,1,0,3750,0.0,100.0,360.0,1.0,2,1,0,3750.0
1,0,1,0,1926,1851.0,50.0,360.0,1.0,1,1,0,3777.0
1,0,1,1,10416,0.0,187.0,360.0,0.0,2,0,0,10416.0
0,1,0,1,7142,0.0,138.0,360.0,1.0,0,1,0,7142.0
1,0,1,0,3660,5064.0,187.0,360.0,1.0,1,1,0,8724.0
1,1,1,0,7901,1833.0,180.0,360.0,1.0,0,1,0,9734.0
1,0,0,0,4707,1993.0,148.0,360.0,1.0,1,1,3,6700.0
1,0,1,0,37719,0.0,152.0,360.0,1.0,1,1,1,37719.0
1,1,1,1,3466,1210.0,130.0,360.0,1.0,0,1,1,4676.0
1,1,0,0,4652,0.0,110.0,360.0,1.0,0,1,2,4652.0
1,1,1,0,3340,1710.0,150.0,360.0,0.0,0,0,2,5050.0
1,1,0,0,2309,1255.0,125.0,360.0,0.0,0,0,2,3564.0
1,1,1,0,3948,1733.0,149.0,360.0,0.0,0,0,0,5681.0
1,1,1,0,2483,2466.0,90.0,180.0,0.0,0,1,0,4949.0
1,0,1,1,7085,0.0,84.0,360.0,1.0,1,1,0,7085.0
1,1,1,0,3859,0.0,96.0,360.0,1.0,1,1,2,3859.0
1,1,1,0,4301,0.0,118.0,360.0,1.0,2,1,0,4301.0
1,1,1,0,3708,2569.0,173.0,360.0,1.0,2,0,0,6277.0
1,0,1,0,4354,0.0,136.0,360.0,1.0,0,1,2,4354.0
1,1,1,0,8334,0.0,160.0,360.0,1.0,1,0,0,8334.0
1,1,1,0,7740,0.0,128.0,180.0,1.0,2,1,3,7740.0
1,1,1,0,3015,2188.0,153.0,360.0,1.0,0,1,0,5203.0
1,0,1,0,4166,0.0,98.0,360.0,0.0,1,0,0,4166.0
1,0,1,0,6000,0.0,140.0,360.0,1.0,0,1,0,6000.0
1,1,0,0,2947,1664.0,70.0,180.0,0.0,2,0,3,4611.0
1,1,1,0,4333,2451.0,110.0,360.0,1.0,2,0,0,6784.0
1,1,1,1,3450,2079.0,162.0,360.0,1.0,1,1,1,5529.0
1,1,0,0,2653,1500.0,113.0,180.0,0.0,0,0,1,4153.0
1,1,1,0,4691,0.0,100.0,360.0,1.0,1,1,3,4691.0
1,0,1,0,5532,4648.0,162.0,360.0,1.0,0,1,2,10180.0
1,1,1,1,16525,1014.0,150.0,360.0,1.0,0,1,2,17539.0
1,1,1,0,6700,1750.0,230.0,300.0,1.0,1,1,2,8450.0
1,1,1,1,16667,2250.0,86.0,360.0,1.0,1,1,1,18917.0
0,0,0,0,4350,0.0,154.0,360.0,1.0,0,1,0,4350.0
1,1,0,0,3095,0.0,113.0,360.0,1.0,0,1,3,3095.0
1,1,1,0,2083,3150.0,128.0,360.0,1.0,1,1,0,5233.0
1,1,1,0,10833,0.0,234.0,360.0,1.0,1,1,0,10833.0
1,1,1,0,8333,0.0,246.0,360.0,1.0,1,1,2,8333.0
1,1,0,0,1958,2436.0,131.0,360.0,1.0,0,1,1,4394.0
1,0,1,0,3547,0.0,80.0,360.0,0.0,0,0,2,3547.0
1,1,1,0,18333,0.0,500.0,360.0,1.0,2,0,1,18333.0
1,1,1,1,4583,2083.0,160.0,360.0,1.0,1,1,2,6666.0
1,0,1,0,2435,0.0,75.0,360.0,1.0,2,0,0,2435.0
1,0,0,0,3691,0.0,110.0,360.0,1.0,0,1,0,3691.0
0,0,0,1,17263,0.0,225.0,360.0,1.0,1,1,0,17263.0
1,1,1,0,3597,2157.0,119.0,360.0,0.0,0,0,0,5754.0
0,1,1,0,3326,913.0,105.0,84.0,1.0,1,1,1,4239.0
1,1,0,0,2600,1700.0,107.0,360.0,1.0,0,1,0,4300.0
1,1,1,1,2895,0.0,95.0,360.0,1.0,1,1,1,2895.0
1,0,1,0,6283,4416.0,209.0,360.0,0.0,0,0,0,10699.0
0,0,1,0,645,3683.0,113.0,480.0,1.0,0,1,0,4328.0
0,0,1,0,3159,0.0,100.0,360.0,1.0,1,1,0,3159.0
1,1,1,0,4865,5624.0,208.0,360.0,1.0,1,1,2,10489.0
1,1,0,0,3814,1483.0,124.0,300.0,1.0,1,1,0,5297.0
1,1,1,0,3510,4416.0,243.0,360.0,1.0,0,1,2,7926.0
1,1,1,1,2479,3013.0,188.0,360.0,1.0,2,1,0,5492.0
0,0,1,0,13262,0.0,40.0,360.0,1.0,2,1,1,13262.0
1,0,0,0,3598,1287.0,100.0,360.0,1.0,0,0,0,4885.0
1,1,1,0,6065,2004.0,250.0,360.0,1.0,1,1,1,8069.0
1,1,1,0,3283,2035.0,148.0,360.0,1.0,2,1,2,5318.0
1,1,1,0,2130,6666.0,70.0,180.0,1.0,1,0,0,8796.0
1,0,1,0,5815,3666.0,311.0,360.0,1.0,0,0,0,9481.0
1,1,1,0,3466,3428.0,150.0,360.0,1.0,0,1,3,6894.0
0,1,1,0,2031,1632.0,113.0,480.0,1.0,1,1,2,3663.0
1,0,1,0,4683,1915.0,185.0,360.0,1.0,1,0,0,6598.0
0,0,0,0,3400,0.0,95.0,360.0,1.0,0,0,0,3400.0
1,1,0,0,2192,1742.0,45.0,360.0,1.0,1,1,2,3934.0
1,0,1,0,2500,0.0,55.0,360.0,1.0,1,1,0,2500.0
1,1,1,1,5677,1424.0,100.0,360.0,1.0,0,1,3,7101.0
1,1,1,1,7948,7166.0,480.0,360.0,1.0,0,1,2,15114.0
1,1,1,1,17500,0.0,400.0,360.0,1.0,0,1,2,17500.0
1,1,1,0,3775,0.0,110.0,360.0,1.0,1,1,0,3775.0
1,1,0,0,5285,1430.0,161.0,360.0,0.0,1,1,1,6715.0
1,0,0,0,2679,1302.0,94.0,360.0,1.0,1,1,1,3981.0
1,0,0,0,6783,0.0,130.0,360.0,1.0,1,1,0,6783.0
1,1,1,0,4281,0.0,100.0,360.0,1.0,2,1,3,4281.0
1,0,1,0,3588,0.0,110.0,360.0,0.0,0,0,2,3588.0
0,0,0,1,18165,0.0,125.0,360.0,1.0,2,1,0,18165.0
1,1,1,0,6133,3906.0,324.0,360.0,1.0,2,1,0,10039.0
1,0,1,0,3617,0.0,107.0,360.0,1.0,1,1,2,3617.0
1,1,0,0,2917,536.0,66.0,360.0,1.0,0,0,0,3453.0
1,1,1,0,6417,0.0,157.0,180.0,1.0,0,1,3,6417.0
0,1,1,0,4608,2845.0,140.0,180.0,1.0,1,1,1,7453.0
0,0,1,0,2138,0.0,99.0,360.0,0.0,1,0,0,2138.0
1,1,0,0,2239,2524.0,128.0,360.0,1.0,2,1,1,4763.0
1,1,1,0,2768,1950.0,155.0,360.0,1.0,0,1,0,4718.0
1,0,0,0,3358,0.0,80.0,36.0,1.0,1,0,0,3358.0
1,0,1,0,2526,1783.0,145.0,360.0,1.0,0,1,0,4309.0
0,0,1,0,5000,0.0,103.0,360.0,0.0,1,0,0,5000.0
1,1,1,0,2785,2016.0,110.0,360.0,1.0,0,1,0,4801.0
1,1,1,0,3333,3250.0,158.0,360.0,1.0,2,1,1,6583.0
1,1,0,0,2454,2333.0,181.0,360.0,0.0,2,0,0,4787.0
1,1,1,0,3593,4266.0,132.0,180.0,0.0,0,0,0,7859.0
1,1,1,0,5468,1032.0,26.0,360.0,1.0,1,1,1,6500.0
1,1,1,1,10139,0.0,260.0,360.0,1.0,1,1,3,10139.0
1,1,1,0,3887,2669.0,162.0,360.0,1.0,1,1,0,6556.0
0,1,1,0,4180,2306.0,182.0,360.0,1.0,1,1,0,6486.0
1,1,0,0,3675,242.0,108.0,360.0,1.0,1,1,2,3917.0
0,1,1,1,19484,0.0,600.0,360.0,1.0,1,1,1,19484.0
1,1,1,0,5923,2054.0,211.0,360.0,1.0,0,1,0,7977.0
1,0,0,1,5800,0.0,132.0,360.0,1.0,1,1,0,5800.0
1,1,1,0,8799,0.0,258.0,360.0,0.0,2,0,2,8799.0
1,0,1,0,3333,0.0,70.0,360.0,1.0,2,1,0,3333.0
1,1,1,0,3400,2500.0,123.0,360.0,0.0,0,0,3,5900.0
0,0,1,0,2378,0.0,9.0,360.0,1.0,2,0,0,2378.0
1,1,1,0,3166,2064.0,104.0,360.0,0.0,2,0,0,5230.0
1,1,1,0,3417,1750.0,186.0,360.0,1.0,2,1,1,5167.0
1,1,1,0,16666,0.0,275.0,360.0,1.0,2,1,2,16666.0
1,1,0,0,6125,1625.0,187.0,480.0,1.0,1,0,2,7750.0
1,1,1,0,6406,0.0,150.0,360.0,1.0,1,0,3,6406.0
1,1,1,0,3159,461.0,108.0,84.0,1.0,2,1,2,3620.0
1,0,1,0,3229,2739.0,110.0,360.0,1.0,2,1,0,5968.0
1,1,1,0,1782,2232.0,107.0,360.0,1.0,0,1,1,4014.0
1,1,1,0,6540,0.0,205.0,360.0,1.0,1,1,2,6540.0
1,0,1,0,1836,33837.0,90.0,360.0,1.0,2,0,0,35673.0
0,1,1,0,3166,0.0,36.0,360.0,1.0,1,1,0,3166.0
1,1,1,0,2787,1917.0,146.0,360.0,0.0,0,0,1,4704.0
1,1,1,0,4283,3000.0,172.0,84.0,1.0,0,0,1,7283.0
1,1,1,0,2297,1522.0,104.0,360.0,1.0,2,1,0,3819.0
0,0,0,0,2165,0.0,70.0,360.0,1.0,1,1,0,2165.0
1,1,1,1,2726,0.0,106.0,360.0,0.0,1,0,2,2726.0
1,1,1,0,3000,3416.0,56.0,180.0,1.0,1,1,0,6416.0
1,1,1,1,6000,0.0,205.0,240.0,1.0,1,0,2,6000.0
1,1,1,0,3859,3300.0,142.0,180.0,1.0,0,1,0,7159.0
1,1,1,1,16120,0.0,260.0,360.0,1.0,2,1,0,16120.0
1,0,0,0,3833,0.0,110.0,360.0,1.0,0,1,0,3833.0
1,1,0,1,6383,1000.0,187.0,360.0,1.0,0,0,2,7383.0
1,1,1,1,9963,0.0,180.0,360.0,1.0,0,1,0,9963.0
1,1,1,0,5780,0.0,192.0,360.0,1.0,2,1,2,5780.0
1,1,1,0,5703,0.0,128.0,360.0,1.0,2,1,3,5703.0
1,0,1,0,3676,4301.0,172.0,360.0,1.0,0,1,0,7977.0
0,1,1,0,12000,0.0,496.0,360.0,1.0,1,1,1,12000.0
1,1,1,0,3400,2500.0,173.0,360.0,1.0,1,1,1,5900.0
1,1,0,0,3987,1411.0,157.0,360.0,1.0,0,1,2,5398.0
1,1,1,0,3232,1950.0,108.0,360.0,1.0,0,1,0,5182.0
0,0,1,0,2900,0.0,71.0,360.0,1.0,0,1,0,2900.0
1,1,1,0,4106,0.0,40.0,180.0,1.0,0,1,3,4106.0
1,1,1,0,8072,240.0,253.0,360.0,1.0,2,1,1,8312.0
1,1,1,0,7583,0.0,187.0,360.0,1.0,2,1,2,7583.0
0,0,1,1,4583,0.0,133.0,360.0,0.0,1,0,0,4583.0
